SMILE,IP,EA,HomoLumoGap
COOOOC,0.367481761,-0.094867709,-0.46234947
C(=NC(=O)N)=O,0.378489618,-0.082596547,-0.461086165
CC(N=C=O)O,0.374854762,-0.10367706,-0.478531822
C(=O)ONN,0.371491036,-0.099438852,-0.470929888
N(O)ONO,0.357710024,-0.139626894,-0.497336918
CC(=O)C(=O)OO,0.374543483,0.004854221,-0.369689262
CC(=O)OOO,0.392677046,-0.069375302,-0.462052348
C(=NC(=O)O)=NC(=O)O,0.372896233,-0.027481135,-0.400377368
C(C(O)(O)O)O,0.365042066,-0.13553872,-0.500580786
C=COC(=C)O,0.302894476,-0.096243885,-0.399138361
C(=O)ON=O,0.393068449,0.01541197,-0.377656479
N([N+](=O)[O-])([N+](=O)[O-])O,0.428378243,0.025814888,-0.402563355
CC(N=O)O,0.355787552,-0.00748721,-0.363274762
CC(=O)C=C=N,0.336274479,-0.04554594,-0.381820419
C(C=O)C(=O)[N+](=O)[O-],0.378886411,0.036338178,-0.342548233
C#CN=NC(=O)NN,0.31590802,0.026171341,-0.289736679
C(#N)NO,0.387788082,-0.084241948,-0.47203003
CCNON=O,0.342790354,-0.022576023,-0.365366377
C(N)OC=O,0.357414592,-0.104226259,-0.461640851
CC(N=[N+]=[N-])O,0.356568214,-0.069643407,-0.426211621
CC(=O)N=C=C,0.32415733,-0.051738502,-0.375895832
[C-]#[N+]CC[N+]#[C-],0.396543917,-0.081520464,-0.478064381
C(=O)(N)OO,0.377216849,-0.101922755,-0.479139604
C(#CN)C(=O)O,0.332686424,-0.076982394,-0.409668818
C#CCN=C=O,0.36165185,-0.087455787,-0.449107637
C=C=C=CC#N,0.343465168,0.018173681,-0.325291487
CC(=O)ONC#N,0.3787802,-0.05240053,-0.43118073
C=C=C=C(C#N)C#N,0.356798119,0.058822112,-0.297976007
C(#CO)C(=O)O,0.368254128,-0.067891973,-0.436146101
CC=NC=O,0.347772038,-0.049875978,-0.397648016
CC(=O)OOC=O,0.393181816,-0.066494129,-0.459675945
C=CC(=O)O[N+](=O)[O-],0.395837817,-0.000244133,-0.39608195
C(#N)ON,0.423965026,-0.079948246,-0.503913272
C(C(=O)OC#N)N,0.374937207,-0.045325789,-0.420262996
NNOONN,0.314820109,-0.033214278,-0.348034387
C(=O)(N)ON=O,0.375847845,-0.003731052,-0.379578897
CC(=O)CN=C=O,0.356914455,-0.056473057,-0.413387512
C(=C=C=O)C(=O)O,0.342828624,0.034708248,-0.308120376
C#CC(=O)NO,0.338512121,-0.04929695,-0.387809071
C(=O)(N)OOC(=O)N,0.364800431,-0.082649455,-0.447449886
C(C=O)ON,0.337770618,-0.077388662,-0.41515928
C(C#N)C(=O)C(=O)O,0.374820372,0.01492865,-0.359891722
C(C(=O)C(=O)O)[N+](=O)[O-],0.371904869,0.015676983,-0.356227886
CC#COC=O,0.345115037,-0.071056772,-0.416171809
C=CC=C=N,0.294112409,-0.071576686,-0.365689095
C(=N)=NC(=O)O,0.372663049,-0.050548586,-0.423211635
CC(C=[N+]=[N-])C#N,0.324441984,-0.025786998,-0.350228982
C(C#CC(=O)N)O,0.358491446,-0.057376368,-0.415867814
CC#COC(=O)O,0.343042209,-0.101598899,-0.444641108
C=C(OC#N)OC#N,0.373785758,-0.049311062,-0.42309682
C(=O)(C(O)(O)O)N,0.3666595,-0.108372088,-0.475031588
C#CN(C#C)C#C,0.296891986,-0.093334294,-0.39022628
C(C(C#N)C#N)N,0.368900733,-0.065872734,-0.434773467
C=C(C(=O)N)O,0.329350805,-0.05521864,-0.384569445
C=C(C(=O)O)N=O,0.338344268,0.030616605,-0.307727663
C(C#N)N=CC(=O)O,0.375775284,-0.00385314,-0.379628424
C(C=[N+]=[N-])C(=O)O,0.308659136,-0.046130627,-0.354789763
C(=C=O)OC=C=O,0.29320617,0.013154464,-0.280051706
CC(C#CO)O,0.331636646,-0.11774666,-0.449383306
C=CCON=O,0.354950743,-0.029663388,-0.384614131
[C-]#[N+]CCN,0.352820737,-0.114308257,-0.467128994
CC([N+]#[C-])O,0.393175618,-0.106777455,-0.499953073
C(=NC#N)NN,0.348326621,-0.05084198,-0.399168601
C(=O)C(=O)NC(=O)N,0.359426131,0.015317854,-0.344108277
C(#N)C(C(C#N)O)O,0.408526696,-0.054133785,-0.462660481
C(#N)C(C#N)[N+](=O)[O-],0.438072857,0.021468735,-0.416604122
C(#N)C(C#N)O,0.441897508,-0.037373602,-0.47927111
C(C=N)C#N,0.386241087,-0.076489271,-0.462730358
C(C#N)N=C=O,0.399611873,-0.069244475,-0.468856348
C(O)OC(=O)N,0.375485893,-0.129890178,-0.505376071
C(=NC(=O)NC(=O)N)=O,0.371373464,-0.036022914,-0.407396378
COC#CC=C,0.294525114,-0.07817326,-0.372698374
C=NCN=C,0.332760032,-0.067567562,-0.400327594
CC(=O)N=NC,0.319381715,-0.026369902,-0.345751617
C(N)OCO,0.344503589,-0.148413484,-0.492917073
C#COOOOOOC#C,0.310873627,0.011976406,-0.298897221
[N-]=[N+]=N[N+](=O)[O-],0.425263085,0.006984828,-0.418278257
CN(C=N)C#N,0.340744553,-0.08261238,-0.423356933
C(=C(O)O)(N)O,0.26753046,-0.135345003,-0.402875463
C(=O)NN=C=O,0.345263705,-0.079502604,-0.424766309
[C-]#[N+]N=C=O,0.412274845,-0.035074386,-0.447349231
C(C=O)OC(=O)O,0.366654529,-0.06161663,-0.428271159
C(C(=O)O)OC=O,0.377103628,-0.081816138,-0.458919766
CC(C#C)C#N,0.381001371,-0.090678082,-0.471679453
[C-]#[N+]C(=C(C#N)C#N)[N+]#[C-],0.39218705,0.087415946,-0.304771104
COOC#C,0.345686034,-0.034091203,-0.379777237
CNC#C,0.303780238,-0.135847958,-0.439628196
C=NC=NCC#N,0.359457389,-0.027027903,-0.386485292
C(#CN=NN)C#N,0.353130963,0.019467861,-0.333663102
C(O)ONC=O,0.357286765,-0.097394545,-0.45468131
C#CCOCO,0.35847434,-0.115020805,-0.473495145
[C-]#[N+]C(C#N)C#N,0.441394098,-0.029159055,-0.470553153
CC(C#N)[N+]#[C-],0.41880228,-0.075518121,-0.494320401
COC(N)O,0.351636022,-0.1490343,-0.500670322
C#COCOC#C,0.332915294,-0.121010278,-0.453925572
C#CC(C#C)ON,0.354760294,-0.070477719,-0.425238013
CC#CNC(=O)O,0.312676756,-0.109698684,-0.42237544
C=C(C(=O)N)[N+](=O)[O-],0.363561066,0.024744146,-0.33881692
CONC(=O)C=O,0.345236179,-0.005681011,-0.35091719
CN(C(=O)C=O)O,0.334389218,-0.00210485,-0.336494068
C#CCOCC#N,0.37562215,-0.071795894,-0.447418044
C=CC(=O)C(=O)C=O,0.336020549,0.031630308,-0.304390241
CC(=O)NNC#N,0.356844816,-0.076489554,-0.43333437
COCC=C=O,0.331973704,-0.056453055,-0.388426759
C#CCC(C#N)C#N,0.388593244,-0.055281805,-0.443875049
COOC#N,0.402498514,-0.013535259,-0.416033773
CONCO,0.348789644,-0.156713281,-0.505502925
CNC(=O)NC#N,0.359697158,-0.099132319,-0.458829477
C(N=[N+]=[N-])OC=O,0.36709927,-0.051610669,-0.418709939
C(#N)N(C#N)O,0.395284487,-0.013495414,-0.408779901
CC(=C(O)O)O,0.279846028,-0.133353585,-0.413199613
C#COC=O,0.373128367,-0.06552923,-0.438657597
C(#N)O[N+](=O)[O-],0.418892981,0.028717905,-0.390175076
C=C(C(=C)[N+]#[C-])[N+]#[C-],0.348254517,0.007095589,-0.341158928
C=COC(=O)[N+](=O)[O-],0.377508847,0.01857786,-0.358930987
C=COCN,0.319374386,-0.121864799,-0.441239185
C(=O)N=NOC(=O)N,0.385350882,-0.045639457,-0.430990339
C(C(=O)N=[N+]=[N-])N,0.348990837,-0.033042645,-0.382033482
CC(=O)OON=O,0.384056744,-0.008098589,-0.392155333
C(C#N)N(N)N=O,0.357805193,-0.03351756,-0.391322753
C[N+](C)(O)[O-],0.331095465,-0.126710187,-0.457805652
C(=O)N(O)OC(=O)O,0.377322407,-0.047324439,-0.424646846
C=COC(=O)OO,0.355198911,-0.06865622,-0.423855131
C=CCNN=O,0.326907105,-0.048440649,-0.375347754
C=C=CCN=[N+]=[N-],0.336325667,-0.060264545,-0.396590212
CN=[N+]([O-])OC,0.362087687,-0.064773405,-0.426861092
CNNO,0.334539424,-0.153330989,-0.487870413
C#CCC#N,0.388834915,-0.094696269,-0.483531184
C(=O)N(C#N)C(=N)N,0.349497402,-0.033129544,-0.382626946
CC(=C)OC#N,0.356523211,-0.080262455,-0.436785666
C(#CC(=O)O)C(=O)N,0.36311448,-0.023376235,-0.386490715
C(OO)OO,0.375501811,-0.097123477,-0.472625288
COC(=O)C=NC#N,0.372404475,0.036621853,-0.335782622
C(=O)(O)ON=[N+]=[N-],0.387615962,-0.006615766,-0.394231728
CCNN=C=O,0.32616321,-0.085751584,-0.411914794
CC(C=O)N=[N+]=[N-],0.339988846,-0.041610108,-0.381598954
C(=O)C(=O)OC(=O)O,0.387886055,0.014543056,-0.373342999
C#CC#CC#CN=C=O,0.308518039,-0.000187715,-0.308705754
CNOOC,0.332584428,-0.087658382,-0.42024281
C=C=C=C=C=C=O,0.290335707,0.042128546,-0.248207161
[C-]#[N+]C(C#N)N,0.395223102,-0.062328915,-0.457552017
C=CON=C,0.317236025,-0.069657547,-0.386893572
C(=O)OOOOOOO,0.393446978,-0.025961073,-0.419408051
CC(=C=N)[N+]#[C-],0.325056671,-0.049354888,-0.374411559
C(C#N)OO,0.410379189,-0.08214007,-0.492519259
C(#CC(=O)O)C(=O)C(=O)O,0.366656759,0.033607727,-0.333049032
[N+](=O)([O-])OOOO[N+](=O)[O-],0.413642898,0.027071213,-0.386571685
C(C=C=O)C(=O)O,0.321377728,-0.069339477,-0.390717205
C(C(=O)OO)(N)O,0.36542543,-0.074329255,-0.439754685
[C-]#[N+]CCC#N,0.410905395,-0.080865739,-0.491771134
C(=O)OC(C(=O)O)O,0.37972865,-0.06646978,-0.44619843
CN=C(C#N)N,0.342365773,-0.043315902,-0.385681675
CC(=O)N(O)O,0.35398124,-0.06258543,-0.41656667
C=C(C#N)[N+]#[C-],0.389927598,0.008912897,-0.381014701
C=C([N+]#[C-])[N+]#[C-],0.380289809,-0.000690873,-0.380980682
C#CNNOON,0.302343598,-0.043684673,-0.346028271
CNC(=O)C=N,0.343689299,-0.036004134,-0.379693433
[N-]=[N+]=NN=[N+]=[N-],0.340292537,-0.000301339,-0.340593876
COC#CC#CC#C,0.292423653,-0.032086738,-0.324510391
CC(=O)NOC=O,0.353988337,-0.061056852,-0.415045189
C#COOOO,0.358647082,0.054567809,-0.304079273
C=COOOO,0.340882847,-0.074445447,-0.415328294
C(=C(O)O)OO,0.309284003,-0.060601731,-0.369885734
[C-]#[N+]C(=N)C(=N)C#N,0.409589103,0.049655583,-0.35993352
C(#COO)O,0.337629251,-0.047052313,-0.384681564
CC(=C(C#N)C#N)C#N,0.385634678,0.060859022,-0.324775656
COCO[N+](=O)[O-],0.388119346,-0.039494882,-0.427614228
[C-]#[N+]C(N)[N+]#[C-],0.388793856,-0.068663911,-0.457457767
CC(=N[N+]#[C-])C,0.369301312,-0.033898435,-0.403199747
C(=NC#N)C(=O)O,0.375886958,0.038658589,-0.337228369
C(=O)(N)N(O)O,0.350951147,-0.090384615,-0.441335762
C(C#N)NCN=O,0.34907468,-0.006773366,-0.355848046
C=CN=C=C,0.312273228,-0.052859743,-0.365132971
C(N)OCN=O,0.30792275,-0.037963088,-0.345885838
COCNN=O,0.339318247,-0.056910777,-0.396229024
CONCN=O,0.323289204,-0.02153839,-0.344827594
C(=C(O)O)[N+](=O)[O-],0.354998857,-0.012794379,-0.367793236
C(N)N[N+](=O)[O-],0.360697498,-0.049383785,-0.410081283
C(#N)C(=O)C(=O)C#N,0.421106877,0.091143797,-0.32996308
C(C#N)NO,0.377566398,-0.104374061,-0.481940459
C=C(N)NN,0.284838087,-0.141741731,-0.426579818
C(#N)NC(=O)C(=O)O,0.394088454,0.014364146,-0.379724308
CC=C=CC#N,0.360002589,-0.038147146,-0.398149735
CC#CCC#N,0.361354608,-0.098385393,-0.459740001
CC#CC#CC#N,0.345262138,-0.004884798,-0.350146936
CC(=C)[C]O,0.303258493,-0.033363339,-0.336621832
CC(=O)C(=O)C=O,0.340922235,0.027433192,-0.313489043
C(C(=O)C(=O)C=O)O,0.352305556,0.043800608,-0.308504948
C(C(=N)C(=O)O)O,0.360412625,-0.009150371,-0.369562996
C(=O)([N][N])[N][N],0.477966835,-0.042703849,-0.520670684
COC(=O)[N],0.368738898,0.004903571,-0.363835327
CC[N],0.367600885,-0.106785475,-0.47438636
C(#N)OC(=O)OC(=O)O,0.433558325,-0.019524269,-0.453082594
C#CCC[N+](=O)[O-],0.367205155,-0.030632704,-0.397837859
C(=O)(O)OON=O,0.398619588,-0.001779558,-0.400399146
CC=NC(=O)N,0.329810578,-0.055253253,-0.385063831
C(=NO)(C(=O)N)N,0.310730972,-0.065052115,-0.375783087
CC(=NO)C#N,0.368015841,-0.031497534,-0.399513375
C(=NN)N=N,0.330770744,-0.015036949,-0.345807693
C(=CO)C=CO,0.268770642,-0.090199236,-0.358969878
C(=CC(=O)O)C#N,0.388925502,0.018158887,-0.370766615
COC(=O)C=[N+]=[N-],0.337192383,-0.022958795,-0.360151178
C(C=CN)N=O,0.281895075,-0.032048213,-0.313943288
[N+](=O)([O-])OOO,0.421622949,-0.022766892,-0.444389841
C(#N)C(C#N)(N=[N+]=[N-])N=[N+]=[N-],0.388674954,0.016727559,-0.371947395
C(=[N+]=[N-])C(=O)N=[N+]=[N-],0.345644256,0.001562046,-0.34408221
C(=[N+]=[N-])C(=O)O,0.346195276,-0.021055109,-0.367250385
C(C[O])[O],0.360517379,-0.0514773,-0.411994679
C=C([O-])[O+]=C,0.335409713,-0.044470604,-0.379880317
C=[C-]COC#[O+],0.364784762,-0.094735897,-0.459520659
C=[O+]C[O-],0.360523098,-0.051486298,-0.412009396
C=[C+]C#[C-],0.352858129,0.040017952,-0.312840177
C(C#N)[C+]=C=[N-],0.362512935,0.08353746,-0.278975475
C=[C+]C[O-],0.337945596,-0.128983591,-0.466929187
C=C=[C+]C[O-],0.347077752,-0.02746957,-0.374547322
C=[C+]CC[O-],0.34626473,-0.063063663,-0.409328393
C=C=[C+]CC[O-],0.325258696,-0.024771641,-0.350030337
C=[C+]C(=C)[O-],0.343087498,-0.064248588,-0.407336086
C=[C+]CC(=C)[O-],0.327572727,-0.055609076,-0.383181803
[C+]#CC[O-],0.36807469,0.017472165,-0.350602525
[C+]#CCC[O-],0.357713918,0.05294761,-0.304766308
[C+]#CCCC[O-],0.340461326,-0.043654479,-0.384115805
C=C(C#[C+])[O-],0.37164997,-0.022223183,-0.393873153
C=[C-]C(=C)C#[O+],0.332947203,0.027834751,-0.305112452
C=C=[C+]C(=C)[O-],0.326506877,-0.008298679,-0.334805556
C(C(=O)C[O])[O],0.345951049,-0.030177439,-0.376128488
C=C(C[O-])[O+]=C,0.337002038,-0.022155522,-0.35915756
C=[C-][O+]=C=O,0.385809947,-0.035993596,-0.421803543
C=[C+]C(=O)[O-],0.385810205,-0.035979816,-0.421790021
[C-]#CC#CC#[C+],0.347176185,0.141632999,-0.205543186
C=[O+]C(=O)[O-],0.395146092,-0.062710177,-0.457856269
C(C#[O+])[O-],0.397545325,-0.102933334,-0.500478659
C(=[C+]C#N)=[N-],0.357553996,0.12376197,-0.233792026
C=[O+]CC(=N)[O-],0.298604792,-0.01597199,-0.314576782
C=C=[C+]C[C+]=C([O-])[O-],0.342101403,-0.032231793,-0.374333196
C=[C+]C(=N)[O-],0.345905552,-0.043839996,-0.389745548
C=C=[C+]C(=N)[O-],0.335775461,-0.033513441,-0.369288902
C=N[C-]=[N+]=C,0.259692225,-0.040008463,-0.299700688
C=C(C[O+]=C)[O-],0.317573149,-0.117294865,-0.434868014
[C-]#CCC#[C+],0.365179751,0.054800627,-0.310379124
C(C#N)OCO,0.396510383,-0.097929149,-0.494439532
C(=NO)(N)[N+](=O)[O-],0.343888496,0.023056975,-0.320831521
CC(C=O)N=O,0.335835316,0.007331984,-0.328503332
C#CC=C=O,0.318578668,-0.039084366,-0.357663034
CC=CN,0.284741275,-0.141303236,-0.426044511
C(=NON)(N)N,0.295487551,-0.128421447,-0.423908998
CC=NN,0.318541744,-0.111725716,-0.43026746
C(C=O)C(=O)OC=O,0.363955277,-0.01384951,-0.377804787
C=COCC=O,0.325460927,-0.061931489,-0.387392416
C(=NN)(N)N=O,0.300211431,0.006976334,-0.293235097
C(C=N)[N+](=O)[O-],0.376952878,-0.017908398,-0.394861276
C(=COO)C(=O)O,0.337357752,-0.057282363,-0.394640115
C(OC=O)ON,0.358580518,-0.102840654,-0.461421172
C(#N)ONC(=O)N,0.389360084,-0.053775417,-0.443135501
C(=C(C#N)C(=O)O)C#N,0.392752741,0.056669453,-0.336083288
C(C(=O)N)OC=O,0.35362586,-0.070050678,-0.423676538
C(=O)N=NC#N,0.381770768,0.07038736,-0.311383408
C=CC=C=C=C,0.291769447,-0.009550884,-0.301320331
C(=N)C(C#N)C(=O)O,0.367502644,-0.037759019,-0.405261663
C=C=C=C=C=C,0.301527014,0.00754681,-0.293980204
C#CC(C#C)C#C,0.34891579,-0.098324179,-0.447239969
CC=CN=O,0.311577705,-0.003134306,-0.314712011
C=CC=NN,0.29534325,-0.057868626,-0.353211876
CCOON=O,0.368953597,-0.020425682,-0.389379279
C(C=O)NN=[N+]=[N-],0.338079543,-0.029703172,-0.367782715
CC(=O)C(C#N)N=O,0.353480495,0.038189225,-0.31529127
C(#N)C(N=N)N=N,0.347045004,-0.025636883,-0.372681887
CCOC(=O)N=O,0.348426603,0.011155738,-0.337270865
C(C=CC#N)N,0.351564022,-0.038700521,-0.390264543
C(O)ON,0.366169214,-0.146062934,-0.512232148
C=CC(=[N+]=[N-])C(=O)O,0.30539599,-0.009484499,-0.314880489
CC(=O)C(=O)C=[N+]=[N-],0.344169844,0.009970086,-0.334199758
CC(=O)OC(=O)OO,0.384596464,-0.045548585,-0.430145049
C(=CN=O)N=O,0.317710051,0.062271407,-0.255438644
C(=C=O)=[N+]=[N-],0.37391804,-0.019352084,-0.393270124
C(C(=O)O)NC#N,0.354627568,-0.070653108,-0.425280676
C(=O)ONC#N,0.391355641,-0.04720219,-0.438557831
C=C=COC=O,0.341696373,-0.068211302,-0.409907675
C(O)(OO)OO,0.393926545,-0.090635778,-0.484562323
C=CC(=O)ON=C=O,0.358792159,-0.002635214,-0.361427373
C(C=[N+]=[N-])O,0.318008142,-0.045104728,-0.36311287
CCCN=O,0.329874154,-0.032776214,-0.362650368
CC(=N)C(=O)N,0.339876881,-0.044073739,-0.38395062
C(=O)C(C=O)NO,0.346631969,-0.026712693,-0.373344662
C=CONC(=O)O,0.340351913,-0.103269736,-0.443621649
C([N+](=O)[O-])OC=O,0.400755747,-0.026073813,-0.42682956
C(C(=O)N)NN=O,0.334422505,-0.046496345,-0.38091885
C(=[N+]=[N-])C(=O)C(=O)N,0.339854779,-0.004285278,-0.344140057
C(=NN)N=N[N+](=O)[O-],0.325003386,0.011806957,-0.313196429
CN=CCC#N,0.363801255,-0.061834197,-0.425635452
CC=CON,0.29985869,-0.139244376,-0.439103066
C(=CC(=O)N)C=O,0.347514946,0.009594455,-0.337920491
C(C=C=O)C(=O)N,0.305432574,-0.078764378,-0.384196952
C=CC#CN,0.28090351,-0.085989812,-0.366893322
CCNC#C,0.29889768,-0.130400881,-0.429298561
C(#N)NNN=NC#N,0.383173382,0.024371591,-0.358801791
C(=O)NNN,0.342658605,-0.107401302,-0.450059907
C(C#N)C(=O)C=N,0.367302124,0.011486864,-0.35581526
[C-]#[N+]C(C(=N)[N+]#[C-])N,0.372484557,-0.004797163,-0.37728172
[C-]#[N+]CC=O,0.383971776,-0.042752278,-0.426724054
C=C(CC#N)C=O,0.369640137,-0.006397346,-0.376037483
C(=O)(C(=O)NO)C(=O)O,0.350982069,0.012324472,-0.338657597
C(=O)C(=[N+]=[N-])C=O,0.363036418,0.009133269,-0.353903149
C(C=N)C(=O)N,0.336270635,-0.075569098,-0.411839733
CC#COC(=O)N,0.325693479,-0.119807841,-0.44550132
C=CC(=NO)N,0.297682686,-0.054167277,-0.351849963
C(=O)(N)N(N)N=O,0.341707938,-0.024452013,-0.366159951
C(N=O)ON,0.332940858,-0.029054898,-0.361995756
C(=NOC(=O)N)=O,0.35721509,-0.057171369,-0.414386459
CC=CC(=O)[N+]#[C-],0.373361483,0.010597021,-0.362764462
C(=NN=O)(N)N[N+](=O)[O-],0.320617343,0.025392553,-0.29522479
C(C(=O)NO)N=O,0.337608338,0.015098192,-0.322510146
CC(=NC#N)NC#N,0.367226682,-0.004514534,-0.371741216
C(C[N+](=O)[O-])N=O,0.354409785,0.010676125,-0.34373366
COC(=O)C(=O)C=O,0.353207474,0.023059867,-0.330147607
C(#N)O[N+](=[N-])OC#N,0.40181608,0.025454122,-0.376361958
C(=N)C(C#N)C#N,0.399380168,-0.033150576,-0.432530744
CC(=NC#C)N,0.29881371,-0.076979149,-0.375792859
C(CN=O)C(=O)O,0.33749383,-0.02144691,-0.35894074
C=CC=CN,0.265646812,-0.084759576,-0.350406388
C(=NC(=O)N)N,0.330360873,-0.080468923,-0.410829796
COCN=O,0.327909016,-0.028734727,-0.356643743
C(=[N+]=[N-])C(=O)C=O,0.347051063,0.017943073,-0.32910799
C(=O)(NON)O,0.369498578,-0.110322489,-0.479821067
C=CC(C#N)[N+]#[C-],0.390326429,-0.041466189,-0.431792618
C(=NC(=O)O)N,0.35960791,-0.061843061,-0.421450971
CC=CC=C=O,0.287103546,-0.049623981,-0.336727527
C=NNO,0.344415125,-0.10073308,-0.445148205
C(=NC=O)C=O,0.359200793,0.023631307,-0.335569486
C(=N)C(C=O)C=O,0.353429057,-0.011024037,-0.364453094
CC=NNO,0.326198652,-0.103435121,-0.429633773
C(=O)(N)ONN,0.355618123,-0.120078928,-0.475697051
CC=COC=O,0.332948798,-0.070747205,-0.403696003
C(CN=O)C#N,0.355272476,-0.001212975,-0.356485451
COON=O,0.376870816,-0.021082105,-0.397952921
C(CN=O)N,0.317436663,-0.019579144,-0.337015807
C(=COOO)C(=O)O,0.348210166,-0.040774259,-0.388984425
CN=NOOO,0.364899637,-0.053084253,-0.41798389
C(=C(C#N)N=N)C#N,0.375629092,0.058207882,-0.31742121
C(=O)(N)N=NN,0.324274811,-0.043597658,-0.367872469
C(=NO)NO,0.316300951,-0.109408473,-0.425709424
CC(=[N+]=[N-])C(=O)O,0.323145712,-0.023698107,-0.346843819
C#CC(N)N,0.329923923,-0.120185271,-0.450109194
[C-]#[N+]CC(O)(O)O,0.386988058,-0.11074361,-0.497731668
CC#CNC#C,0.283113518,-0.107735225,-0.390848743
CC(=N[N+](=O)[O-])N,0.364433127,-0.020642527,-0.385075654
C=CC(=N)C(=O)O,0.364489067,0.009549251,-0.354939816
CON=CC#N,0.362465319,-0.018021939,-0.380487258
C(=O)N=NC(=N)N,0.321248139,-0.002297269,-0.323545408
C(=C[N+](=O)[O-])N,0.332799926,-0.031756695,-0.364556621
C(N(O)O)O,0.365403955,-0.129845906,-0.495249861
C(=CN=O)C(=O)N,0.331344741,0.034143974,-0.297200767
C(=CN)C=O,0.306862016,-0.061522671,-0.368384687
CC(=N)C=O,0.358168183,-0.017703644,-0.375871827
C(NC=O)O[N+](=O)[O-],0.376658974,-0.025508129,-0.402167103
C(=O)C(C#N)C#N,0.40592299,-0.000899647,-0.406822637
C(CN=N)N=N,0.32186211,-0.027186862,-0.349048972
C(CN=C=O)C=O,0.354655311,-0.06068155,-0.415336861
C(=O)(N)N([N+](=O)[O-])[N+](=O)[O-],0.401111742,0.01753519,-0.383576552
C(C=O)C(=N)N,0.326667983,-0.057896225,-0.384564208
C(N=N)N=NC#N,0.34806263,-0.037839879,-0.385902509
C(=CC#N)C=O,0.37716126,0.029311094,-0.347850166
C(=[N+]=[N-])O,0.314848528,-0.044788011,-0.359636539
C=NN=NN=C,0.325363386,-0.01543098,-0.340794366
C(#N)C(C(=N)C#N)N,0.383990922,0.009584001,-0.374406921
C(=C(C#N)OC(=O)O)C#N,0.375052343,0.027155471,-0.347896872
C(=CN)C(=O)N,0.298391773,-0.084374833,-0.382766606
CC(=O)OON,0.358686696,-0.022440316,-0.381127012
C(COC=O)C#N,0.395971413,-0.07419729,-0.470168703
C(#N)N=C(N)N=N,0.368658342,0.024612187,-0.344046155
CONC=C,0.303505452,-0.112223087,-0.415728539
C=CC=CN=N,0.325215008,0.005304825,-0.319910183
C#COOC#C,0.329778196,0.110441099,-0.219337097
CC(=O)OOC#C,0.354132123,-0.00029328,-0.354425403
CON=CC=O,0.361266852,-0.015992142,-0.377258994
C(=O)C(N)O,0.355512634,-0.053287657,-0.408800291
C(=O)(O)ON=NOC(=O)O,0.402632151,0.006453049,-0.396179102
C=NOOON=C,0.368464733,-0.037576517,-0.40604125
C(=N)(C(=O)O)C(=O)O,0.391529863,0.033014857,-0.358515006
C=CC(=O)ON=O,0.371936796,0.020267948,-0.351668848
C#CC=CC=O,0.346700805,0.005885023,-0.340815782
C=CN(C=O)N,0.31928871,-0.071562298,-0.390851008
C(C=CC#N)O,0.362571066,-0.036490598,-0.399061664
C#CON=[N+]=[N-],0.339901051,0.022753174,-0.317147877
C(#N)C(C(=O)N=O)N=O,0.364143063,0.055476364,-0.308666699
C=CCN=O,0.324296051,-0.018972789,-0.34326884
C(C(=N)N)(O)O,0.34559626,-0.106586175,-0.452182435
C(ON=[N+]=[N-])OO,0.356075358,-0.027748781,-0.383824139
C(#N)NONC#N,0.3905082,-0.021925454,-0.412433654
CON=CC(=O)O,0.369796524,-0.027243316,-0.39703984
C=COC(=O)C=O,0.353448537,0.008451075,-0.344997462
C(=C[N+](=O)[O-])C#N,0.412592453,0.051018938,-0.361573515
C(=CC#N)C#CC#N,0.361197329,0.048714918,-0.312482411
C(N=[N+]=[N-])(N=[N+]=[N-])N=[N+]=[N-],0.35451097,-0.001104932,-0.355615902
C(=O)(N=N)N=N,0.353329247,0.020940482,-0.332388765
C(#N)N(C#N)C(=O)N,0.391448889,-0.046859595,-0.438308484
COC#CC(=O)O,0.351366039,-0.065867217,-0.417233256
C(#N)C(C(=O)C#N)NO,0.382514068,0.030836885,-0.351677183
C(O)(O)(O)OO,0.39582723,-0.113106813,-0.508934043
C(=O)(C(=O)ONN)O,0.358308514,-0.025513481,-0.383821995
CCON=C=N,0.336658649,-0.065617083,-0.402275732
C#CC#COO,0.319090448,0.003559822,-0.315530626
C(=O)C([N+](=O)[O-])[N+](=O)[O-],0.40567685,0.034759164,-0.370917686
CCN=NN,0.331995713,-0.082740792,-0.414736505
C(#N)NC(=O)N(C#N)C#N,0.400892909,-0.012405982,-0.413298891
CC(C(=O)O)N=O,0.338373463,-0.004176127,-0.34254959
CC=NN=N,0.337082644,-0.024423586,-0.36150623
C(#N)N=NN=NC#N,0.408994462,0.085039056,-0.323955406
C(=NC=C=O)C=O,0.329954711,0.008603733,-0.321350978
CNC(=O)C=[N+]=[N-],0.324792635,-0.019000581,-0.343793216
C(#N)OC(=O)N,0.402208521,-0.098158111,-0.500366632
CONCC#N,0.366955123,-0.103306516,-0.470261639
C(=O)(O)OC(=O)ON,0.391419247,-0.062002957,-0.453422204
CON=CN,0.296584222,-0.122700911,-0.419285133
C=NOCC#C,0.355130241,-0.084074034,-0.439204275
C(=O)C(C#N)(C#N)C#N,0.421954265,0.022431268,-0.399522997
C(#N)ON(OC#N)ON,0.397931077,0.004723568,-0.393207509
C(C#N)C(=O)C#N,0.414409257,0.026526093,-0.387883164
COC(=O)CN=O,0.341066529,-0.006139276,-0.347205805
